Identifiant,Adresse,Artiste,Atout,Catégorie,Code_Postal,Domaine_thématique,Département,Date_de_saisie,Histoire,Intérêt,Lieu,Nom_officiel,Nom_usage,Personnage_phare,Protection_bâtiment,Protection_espace,Région,Téléphone,Thèmes,URL,Ville,geolocalisation,coord_x,coord_y,merc_x,merc_y
M0841,"28, avenue de Limoges",,,,79000,,Deux-Sèvres,2019-01-21,"Le projet de réalisation du musée Bernard d'Agesci est né d'une politique culturelle ambitieuse de la ville de Niort (maintenant Communauté d'Agglomération de Niort). Il s'agit d'aménager l'ancien lycée de jeunes filles, réalisé par Georges Lasseron en 1897, afin de réunir dans un seul et même lieu trois collections différentes : musée des Beaux-Arts (peinture, sculptures, arts décoratifs, lutherie, orfèvrerie, céramiques de Parthenay) ; musée d'histoire naturelle (collections ornithologique, géologie régionale etc.) ; conservatoire de l'éducation (objets et mobiliers scolaires, appareils scientifiques, cartes, ouvrages et films scolaires… retraçant un siècle et demi d'enseignement). Aux salles de présentation permanente des collections s'ajoutent : une vaste zone d'expositions temporaires, modulable, occupant tout le rez-de-chaussée (aile Est) ; une salle de conférences, d'animation et de concerts de plus 100 places (aile sud) ; un service pédagogique pour la prise en charge des scolaires, enseignants et groupes constitués au rez-de-chaussée de l'aile nord ; une bibliothèque spécialisée ouverte plus particulièrement aux chercheurs, aux scientifiques et aux étudiants ; la conservation des musées localisée dans le pavillon d'entrée (côté jardin) ; un important atelier de restauration de peintures (500 m2) traitant les collections publiques du Grand Ouest.","Le projet architectural ambitieux a été porté par l'agence Brochet-Lajus-Pueyo et l'atelier King Kong 5, il marie notamment la modernité d'une grande verrière au bâtiment initial de style néo-classique.",,musée Bernard d'Agesci,,,,,Nouvelle-Aquitaine,05 49 78 72 00,,http://www.agglo-niort.fr/-musee-d-Agesci-,Niort,"46.321065,-0.454107",46.321065,-0.454107,-50550.96000566108,5831950.240885969
M0079,,,"Bâtiments de stockage des barriques de colophane et d’essence de térébenthine, alambic, outils d’exploitation du résinier, tonnellerie et beaucoup d’autres trésors restituant un patrimoine industriel insoupçonné autour de l’arbre d’or",Ecomusée,40430,Ethnologie;Technique et industrie,Landes,2008-03-13,Voir descriptif des collections de l'Ecomusée de la Grande Lande.,"Cette ancienne usine, aujourd'hui gérée par le Parc Naturel Régional des Landes de Gascogne, a fonctionné durant un siècle, entre 1859 et 1954, période pendant laquelle le gemmage était l'activité économique principale de cette région. Fondé en 1859, cet atelier de distillation, ne pouvant plus faire face à la concurrence des pays étrangers et des produits de synthèse. a fermé ses portes en 1954. Dernier exemple connu de site pré-industriel de la forêt des Landes de Gascogne.",,atelier- musée,,,Inscription à l'Inventaire supplémentaire des MH (Toitures),Parc naturel régional,Nouvelle-Aquitaine,05 58 08 01 39,Ethnologie;Histoire;Sciences et techniques : Industrie,http://www.landes-tourisme.info/atelier-des-produits-resineux-1646-a.html,Luxey,"44.262826,-0.520865",44.262826,-0.520865,-57982.42657203844,5506205.608706845
M0590,,,,,65130,,Hautes-Pyrénées,2009-01-02,,,Château,musée-château Gaston Phébus,,,,,Occitanie,05 62 39 10 27,,http://www.chateaudemauvezin.com/,Mauvezin,"43.114294,0.282555",43.114294,0.282555,31453.878721093417,5329384.771398822
M0077,11 Bis rue des Carmes,"Alex Lizal (1878 - 1913), Léon Gischia (1903 - 1991)",Histoire de la ville de Dax. Les scientifiques landais. Archéologie gallo-romaine dont le « trésor des halles ». Paysages landais. Culture taurine.,,40100,Beaux-arts;Archéologie;Ethnologie;Histoire;Sciences fondamentales,Landes,2011-09-05,"Le musée s'est d'abord constitué en 1807 autour du cabinet de curiosités de Jacques-François Borda d'Oro, naturaliste landais du 18e s. La société de Borda, fondée en 1876, a ensuite développé le musée, qu'elle a géré jusque dans les années 1970. Les collections ont été dispersées pendant l'occupation, puis regroupées et enrichies essentiellement par dons, legs et achats.",- Chapelle des Carmes (11 bis rue des Carmes) : bâtiment appartenant à l'ancien couvent des Carmes (16e s.). Celui-ci a été démantelé et transformé à partir de la Révolution ; l'église a été utilisée comme prison pour femmes sous la Terreur. Ne subsistent,,musée de Borda,,"Jean-Charles de Borda (1733 - 1799) mathématicien et marin, célèbre pour ses travaux de perfectionnement d'instruments de navigation et sa participation à la création du système métrique. Jacques François Borda d’Oro, paléontologue, précurseur de la préhistoire",Inscription à l'Inventaire supplémentaire des Monuments historiques (monument gallo-romain de la crypte).,zone protection patrimoine architectural urbain et paysager.,Nouvelle-Aquitaine,05 58 74 12 91 (Accueil) / 05 58 56 20 50 (Conservation),"Archéologie nationale : Gallo-romain, Médiévale (éléments d'architecture, statues, autels votifs, croix, numismatique, céramiques...);Arts décoratifs : Céramique (Dax-Samadet);Beaux-Arts (tauromachie, paysage landais);Sciences fondamentales : Astronomie, Physique;Sciences et techniques : Navigation et Pêche (instruments de navigation);Sciences de la nature : Botanique, Malacologie, Paléontologie.",http://www.dax.fr/musee-de-borda,Dax,"43.710655,-1.054061",43.710655,-1.054061,-117337.53378504871,5420774.017996007
M0292,31 place Ducale,,"histoire de l'Ardenne, terre de légendes, de fer et de forêts. Du savoir-faire du forgeron gaulois à celui du maître armurier jusqu'à celui du cloutier de la Semoy l'on remonte le cours de l'histoire au travers des collections de parures, de bijoux et de céramiques faisant référence aux âges du fer, aux époques romaine et mérovingienne ; Armes de la manufacture royale de Charleville ; Pharmacie de l'hôpital (1756) aux 120 pots de faïence de Nevers ; Section numismatique (3 000 pièces) ; Au détour de la visite, derrière une cloison de verre, le public découvre le mécanisme du Grand Marionnettiste, l'automate géant de la place Winston Churchill",,8000,Archéologie;Ethnologie;Histoire,Ardennes,2010-01-26,Le musée a été créée par la Société d'études ardennaises en juin 1959 et installé dans une salle du Vieux-Moulin ; il était constitué principalement de collections ethnographiques. Il fut transféré et enrichi des collections du musée municipal. LE musée actuel a été ouvert en 1994,"le visiteur passe de la place Winston Churchill à la place Ducale en traversant quatre siècles d'architecture, du bâtiment moderne à façade vitrée jusqu'aux parties plus anciennes des XVIIe, XVIIIe et XIXe siècles",,musée de l'Ardenne,,,"Classement au titre des Monuments Historiques (1911, Pavillon place Ducal)",Abords d'un monument historique,Grand Est,03 24 32 44 60,"Archéeologie nationale : Préhistoire, Paléo-chrétien;Art moderne et contemporain;Beaux-Arts;Photographie, Numismatique;Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils;Histoire : Histoire locale et régionale;Arts décoratifs : Céramique;Sciences et techniques : Sciences médicales",http://www.mairie-charlevillemezieres.fr/htm/culture/musees.htm,Charleville-Mézières,"49.773836,4.721238",49.773836,4.721238,525565.8100738534,6407199.957733735
M0244,place du Carrefour,,Oeuvres du peintre Lair ( 1781- 1828) . Mobilier et souvenirs de voyages de l'ingénieur aéronaute et horloger Eugène Farcot.,,28700,Beaux-arts;Technique et industrie,Eure-et-Loir,2006-02-16,,,,musée Farcot,,,,,Centre-Val de Loire,02 37 24 60 06,"Beaux-arts;Peinture. Sciences et techniques;Aéronautique. Archives papier, Fonds ancien d imprimés.",http://nan,Sainville,"48.415867,1.87924",48.415867,1.87924,209196.03987835144,6176321.262570575
M0132,Rue du Château,,Reconstitution de la vie de Bonaparte à Auxonne.,Musée de site,21130,Archéologie;Arts décoratifs;Beaux-arts;Ethnologie;Histoire;Photographie;Technique et industrie,Côte-d'Or,2019-01-21,Les collections constituées dès 1863 en grande partie d'après les souvenirs et documents du séjour de Bonaparte en qualité de lieutenant d'artillerie de juin 1788 à juin 1791 et d'après les dons de Napoléon III et du maréchal Vaillant à la Ville. D'autres collections archéologiques et ethnographiques sont intégrées au musée.,"Château de Louis XI, véritable citadelle urbaine construite au 15e, modernisée au 16e, puis dotée d'une nouvelle caserne, dite Vauban, au 17e siècle.",Château Louis XI,musée Bonaparte,musée Bonaparte,Napoléon Bonaparte,Inscription à l’Inventaire supplémentaire des Monuments Historiques,"Dans un site patrimonial remarquable (ex AVAP, ZPPAUP)",Bourgogne-Franche-Comté,03 80 37 34 46,"Archéologie nationale : Préhistoire, Gallo-romain;Arts décoratifs;Beaux-Arts : Peinture;Ethnologie : Pratiques religieuses et collectives;Histoire : Musée thématique",http://www.auxonne.fr/le-musee-bonaparte,Auxonne,"47.190963,5.383768",47.190963,5.383768,599318.3123091209,5973299.988435316
M0144,"12, rue Camille Rodier",Théodore Lévigne (1848 - 1912) ; Paul Jean Baptiste Gasq (1860 - 1944) ; Jean François (1906 - 1980).,"Collections archéologiques gallo-romaines (site des Bolards). Collections mérovingiennes. Collections militaires : les chasseurs à pied, armes, costumes et souvenirs évoquant la bataille de Nuits (18/12/1870) . Peintures de Jean François sur la vigne et le vin.",Musée de site,21700,Archéologie;Beaux-arts;Ethnologie;Histoire,Côte-d'Or,2019-01-21,"Le docteur Duret (1794-1874), maire de la ville, jette les bases du premier musée en créant en 1846 un cabinet d'archéologie et d'histoire naturelle. Le capitaine J. Derosne fonde le musée des Chasseurs. Ce musée (rebaptisé musée Driant) rassemble armes et uniformes ainsi que des pièces en rapport avec la guerre de 1870. Cette collection s'est enrichie de tenues militaires de célèbres Nuitons. En 1971, dons de médailles et de monnaies. En 1975, le docteur Ernest Planson fonde le musée actuel en installant dans les caves de la Maison Rodier les collections gallo-romaines issues du site des Bolards.","Ancienne maison de vins appartenant à la famille de Camille Rodier, co-fondateur de la Confrérie des Chevaliers du Tastevin.",Ancienne Maison de Vins,musée municipal,Musée de Nuits-Saint-Georges,,,Aux abords d'un monument historique,Bourgogne-Franche-Comté,03 80 62 01 37,"Archéologie nationale : Gallo-romain, Paléo-chrétien (Mérovingien);Beaux-Arts : Estampe et Affiche;Collections militaires : Armes, Uniformes, Armures;Numismatique;Histoire (Cîteaux), Histoire militaire;Musique : Instruments;Sciences de la nature : Botanique, Géologie",http://www.ot-nuits-st-georges.fr/fr/fiche.htm!id_fiche=2437,Nuits-Saint-Georges,"47.138661,4.950405",47.138661,4.950405,551076.5638204754,5964736.518874522
M0041,10 rue Principale,,"Souvenir d'une population rurale du Sundgau (Haut-Rhin) au XIXe et début du XXe siècle, ses activités, ses coutumes, ses traditions et sa foi.",,68480,Archéologie;Ethnologie,Haut-Rhin,2019-01-21,"La collection a été rassemblée par l'abbé Etienne Bilger, curé à Oltingue de 1958 à 1976. L'association a été créée en 1972 avec le soutien de la chambre d'agriculture du Haut-Rhin et le bâtiment fut acquis l'année suivante. La collection fut léguée par l'abbé au musée historique de Mulhouse en 1976, lequel en assure la gestion depuis cette date.","Le Musée Paysan d'Oltingue se trouve dans une maison du XVI -XVIIe s. (rez-de chaussée en pierre et le haut en colombage) et a pour but d'évoquer le souvenir de la population rurale de la fin du XIXe et du début du XXe siècle. Dans la grande pièce du rez-de-chaussée qui est chauffée par un «Kachelofen», diverses vitrines présentent des objets courants: lampes à huile et à pétrole, serrures, objets pieux, pièces d'habillement. La cuisine et l'arrière-cuisine montrent les ustensiles et les outils nécessaires pour la préparation de la nourriture et pour laver le linge. Par ailleurs on trouvera d'autres méthodes de chauffage, différents carreaux de faïence, des ustensiles divers pour la cuisine, une chambre à coucher typique, un mur en torchis brut et divers autres objets. A l'extérieur les ateliers du forgeron, du charron et du sellier bourrelier, trois corps de métier présents dans presque tous les villages, termineront la visite.",,musée Paysan,Musée Paysan,,,,Grand Est,03 89 40 79 24,"Art religieux (Art chrétien);Ethnologie : Costume, Mobilier, Métiers et Outils, Pratiques religieuses et collectives",http://musee.paysan.free.fr,Oltingue,"47.492827,7.391275",47.492827,7.391275,822792.9693130531,6022890.278431004
M0369,"12, rue Cortot","Collection très complète d'André Gill. Affichistes : Jules Chéret, Grün, Charles Léandre, Maurice Neumont, Poulbot, Roedel, Steinlen, Toulouse-Lautrec, Willette. Peintres : Andrey-Prévost, Pierre de Belay, Serge Belloni, Eugène Carrière, Jules Depaquit, Gen-Paul, Charles Félix Gir, Edouard Lefevre, Louis Legrand, Marcel Leprin, Jean Lugnier, Elisée Maclet, Lucien, Mainssieux, Henri Martin, Henri Mirande, Frank Kupka, Alfred Renaudin, Maurice Utrillo, Georges Villa, Félix Ziem.","Ensemble d'affiches, de toiles et de documents évoquant les cabarets de Montmartre, «le Chat noir», Willette, «Parce Domine», théâtres d'ombres, le «Divan japonais», le «Lapin agile» et des music halls comme le «Moulin rouge» ; peintures et documents retraçant l'évolution topographique de la Butte (maquette du village de Montmartre) ainsi que son évolution historique (l'histoire de l'Abbaye, l'histoire de la Commune et la construction du Sacré-Coeur) ; auteur de l'Opéra «Louise» ; salle dédiée aux personnalités de spectacles, Moulin Rouge et les ateliers 12 rue Cortot (Suzanne Valadon, Utrillo, Utter) ; en vitrine dans l'escalier la collection de porcelaines de la Fabrique de Clignancourt ayant appartenu au frère de Louis XVI.",Maison d'artiste,75018,Arts décoratifs;Art moderne et contemporain;Beaux-arts;Histoire;Photographie,Paris,2019-01-21,"La «Société du Vieux Montmartre», créée en 1886, a réuni de nombreux historiens de Paris. Certains partagèrent à leur mort leurs collections entre la Bibliothèque nationale, le musée Carnavalet et la Société du Vieux Montmartre pour ce qui concerne l'histoire des IXe et XVIIIe arrondissements. Le premier président de la société fut M. Charles Sellier, conservateur du musée Carnavalet. Le musée a été ouvert en 1960 et M. Claude Charpentier, architecte et neveu du compositeur Gustave Charpentier en a été le premier conservateur. Le fonds très varié est le résultat de dons faits par des collectionneurs intéressés par les oeuvres d'art et les documents historiques montmartrois. Les Collections permanentes du Musée vous font plonger dans l’histoire de Montmartre et vous en dévoilent la richesse. Au cours du XIXème siècle, le paysage de Montmartre commence à se transformer. Les moulins cessent leur activité et les vignes disparaissent à cause de l’industrialisation. Montmartre sera rattaché à Paris en 1860. C’est désormais la ville qui s’impose à la campagne que fut toujours Montmartre. Les artistes s’y installent à partir de 1870 et les cafés et cabarets artistiques se démultiplient dans les années 1880. Rapidement, ce qui caractérisera Montmartre aux yeux de tous c’est cette effervescence, cette énergie de la création, qui donna notamment lieu à l’ouverture de nombreux cabarets et cafés-concerts. Le plus célèbre sans doute, celui du Chat Noir, accueillit de nombreux spectacles du Théâtre d’ombres créé en 1886 par Henri Rivière et Henry Somm. À la fin de 1887, avec la Tentation de Saint-Antoine, Rivière était parvenu à transformer un petit spectacle d’ombres en une production artistique extraordinairement élaborée. Le théâtre, la chanson, le cirque et la danse ont la part belle sur la Butte. Le tout-Paris se presse pour écouter Aristide Bruant ou Yvette Guilbert déclamer leurs textes, ainsi que pour assister aux spectacles de La Goulue, La Môme Fromage ou Grille d’Egouts, toutes trois danseuses du Moulin Rouge. Toulouse-Lautrec sera l’un des artistes les plus assidus dans la représentation de ces moments de scène. Cette effervescence artistique, c’est aussi celle des ateliers d’artistes. Le 12 rue Cortot en verra passer plusieurs, dont la plupart auront à coeur de peindre leur lieu de résidence. Le Bateau-Lavoir, non loin de là, accueille les artistes qui deviendront des grands noms de l’histoire de l’art, comme Le Douanier Rousseau, Picasso ou encore Modigliani. Depuis sa création en 1886 la Société d'Histoire et d'Archéologie Le Vieux Montmartre a constitué au fil des années un fonds important d'oeuvres composé de peintures, sculptures, affiches, dessins, lithographies, photographies. Ces collections qui ne cessent de s'enrichir relatent ainsi une vaste histoire artistique, religieuse, politique, festive et folklorique. Présentée au Musée de Montmartre, elles bénéficient du label «Musée de France». 100 000 pièces d'archives sur la vie à Montmartre, ainsi que 3 000 ouvrages et une abondante documentation viennent compléter ce fonds.",,Manoir de Rosimond,musée de Montmartre,,"Marcel Aymé, Alphonse Allais, Hector Berlioz, Emile Bernard, Aristide Bruant, Steinlen, Toulouse-Lautrec, Rivière, Willette, Famille Delâtre, Daragnès, Suzanne Valadon, Maurice Utrillo, André Utter ; les artistes du Bateau Lavoir",,Dans un site classé,Ile-de-France,01 49 25 89 39,"Architecture et urbanisme;Arts décoratifs : Céramique, Mobilier;Arts du spectacle (cabarets, music halls, théâtres, cirques, cinémas);Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Archives papier, Fonds ancien d imprimés, Photographie, Partitions, Plans;Histoire : Période historique (1870), Histoire locale et régionale, Histoire religieuse;Musique : Instruments, Souvenirs de compositeurs et interprètes",http://www.museedemontmartre.fr,Paris,"48.887709,2.340577",48.887709,2.340577,260551.83980244788,6255829.394757957
